"species","site","Photosynthesis","annual.Perennial","height","rootdiam","SRL","RTD","rootN","SLA","LDMC","LTD","leafarea","TLP","leafN","intrinsicLDGRcon","intrinsicLDGRchr","invasionLDGRcon","invasionLDGRchr","weight","effectN","effectND","weight2","grassland_type","grass.forb","lifespan"
"Euphorbianutans","KNZ","C4","Annual",39.2778,0.19485,115.46675,0.301148,NA,122.6628,NA,0.6725255,NA,NA,NA,-0.0174725290766706,-0.0186562214379713,0.123918917103404,0.0348723044961672,0.334413856912949,2.24983822997612,0.595871013936895,2.99030670927105,"Tallgrass","Other","Short-lived"
"Physalispumila","KNZ","C3","Perennial",NA,NA,NA,NA,NA,96.62921,NA,0.3980322,NA,NA,NA,0.145999143894581,0.21866971251771,0.176484110834388,0.629142513658495,0.52633781360999,0.730073767611559,5.84505365638257,1.89992049619484,"Tallgrass","Other","Perennial"
"Psoraleatenuiflora","KNZ","C3","Perennial",NA,0.3176333,58.831315,0.4262845,NA,100.07,NA,0.33698,NA,NA,NA,0.18873760946186,1.05659595139244,0.2887419127287,0.946753498182551,0.756987489622648,1.22676931446059,-1.15969766181171,1.32102579462508,"Tallgrass","Other","Perennial"
"Ruelliahumilis","KNZ","C3","Perennial",46.224,0.4301655,18.73055,0.4105155,NA,182.519,NA,0.3585735,NA,NA,NA,0.418437075189667,0.071064553080499,0.256973070391768,0.0287112169346924,0.471632792932154,-2.69438235972484,-0.492883320389214,2.12029361610539,"Tallgrass","Other","Perennial"
"Schizachyriumscoparium","KNZ","C4","Perennial",91.4125,0.202475,79.36428,0.444032,0.9905,178.6083,0.341577904,0.7250745,2.43956,-2.254976,NA,2.21728665337995,2.24649934083764,1.46890164427324,1.50010275105543,0.645452734515649,-2.6651262491851,-3.88810695978138,1.54930012148822,"Tallgrass","Grass","Perennial"
"Sorghastrumnutans","KNZ","C4","Perennial",180.86,0.238,78.45428,0.317752,NA,163.79195,0.39788,0.489839,NA,NA,1.09,2.00178102120113,2.49629143938059,1.87333489007216,2.66306187999855,0.606482128909718,-1.02231518556051,1.4422775900877,1.64885320165611,"Tallgrass","Grass","Perennial"
"Sporobolusasper","KNZ","C4","Perennial",95.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58448758043493,1.1209839244486,1.4269339343338,1.19033497214148,0.889960916422452,-1.72192872283905,0.737112266832048,1.12364484950631,"Tallgrass","Grass","Perennial"
"Artemisiafrigida","SGS","C3","Perennial",33.84,0.24195,70.28428596,NA,1.02,169.4188881,0.430576332,0.33609394,0.6698,-2.2888,1.943,1.566818956486,0.747080862500615,1.71188699130589,1.20078240299323,0.796213790799559,0.430834991196981,1.69299382364444,1.25594408380669,"Northern Shortgrass","Other","Perennial"
"Boutelouagracilis","SGS","C4","Perennial",23.136,0.183741667,123.04093,0.3752851,0.56,125.5501051,0.480014021,0.412646057,1.018,-2.1479208,1.857,3.79325024095202,3.63163171052116,3.57534308908501,1.99556842377772,0.779416767317093,-0.21790715186701,-1.63606328674345,1.2830106329919,"Northern Shortgrass","Grass","Perennial"
"Buchloedactyloides","SGS","C4","Perennial",NA,NA,NA,NA,0.78,131.75231,0.61125,NA,NA,NA,NA,1.21622792928517,0.827238673463728,0.696249359881153,1.01917696308073,0.811384690182035,-1.76559519952039,0.614245560948621,1.23246101645774,"Northern Shortgrass","Grass","Perennial"
"Carexeleocharis","SGS","C3","Perennial",12.652,0.1892,76.88056507,NA,0.716666667,110.0503329,0.40284305,NA,1.11075,-2.15417688,1.753,0.0371421527992044,-0.143702914117318,0.750293433327836,0.678662683610138,0.831659444558643,2.10826152740824,2.10083206796102,1.20241525126994,"Northern Shortgrass","Grass","Perennial"
"Echinocereusviridiflorus","SGS","CAM","Perennial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.51025725293766e-17,0.115364851865797,-4.20960244190118e-18,0.0419488997848846,0.132662746565748,1.73822148174751e-16,-0.189756325065784,7.53791117617482,"Northern Shortgrass","Other","Perennial"
"Elymuselymoides","SGS","C3","Perennial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82608652452385,1.5067458327156,1.62208867377278,1.40691820703777,0.736160937511516,-0.662763488934577,-0.346424545686994,1.35839861780816,"Northern Shortgrass","Grass","Perennial"
"Heterothecavillosa","SGS","C3","Perennial",19.29333333,0.254566667,69.97353922,NA,0.8,125.3067938,0.328382588,NA,1.50075,-1.30543536,2.544,-0.129843678574723,-0.297013934824567,0.461838417215031,0.626371861967441,0.544164505830683,2.5432141302367,6.25635876203165,1.83767957903368,"Northern Shortgrass","Other","Perennial"
"Ipomopsislaxiflora","SGS","C3","Biennial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0867929753548,2.60651074384718,0.624605136267149,1.4545289698489,0.930255350453084,-2.5187156153826,-5.70471663129829,1.074973661278,"Northern Shortgrass","Other","Short-lived"
"Lepidiumdensiflorum","SGS","C3","Annual",17.528,0.119727767,317.5002833,0.40364305,1.816666667,175.1400009,0.190562613,0.46227389,0.68675,-0.949672944,3.816,0.279020608272934,0.276491947891509,0.213848180109791,0.162449576941493,0.449400405779058,-0.322165112432747,-0.584042756634525,2.22518713187731,"Northern Shortgrass","Other","Short-lived"
"Machaerantheratanacetifolia","SGS","C3","Annual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19929870445512,0.693147180559947,1.6774234457846,-0.237656212099312,1.60847449581351,3.31720444593439,-10.3874510446435,0.6217070911617,"Northern Shortgrass","Other","Short-lived"
"Oenotherasp.","SGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294394152014605,0.110251113670637,0.259738396090718,0.562661725965228,0.604958200090001,-0.228414315241798,2.14722905522805,1.653006769478,"Northern Shortgrass","Grass","Perennial"
"Opuntiapolyacantha","SGS","C3","Perennial",60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262770320089971,0.452788585773121,0.224268294475781,0.285229809291692,0.567872231592738,-0.0933432364150745,-0.512864567823632,1.76095949822243,"Northern Shortgrass","Other","Perennial"
"Plantagopatagonica","SGS","C3","Annual",9.412,0.168471429,264.2943584,NA,1.25,125.8134807,0.228196907,NA,1.64475,-0.9627412,2.055,2.65533657869108,1.70773161428211,3.15635293747721,1.62841920375253,1.33449828915426,2.49571897033077,-0.45186601594048,0.749345284386803,"Northern Shortgrass","Other","Short-lived"
"Salsolatragus","SGS","C4","Annual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502981882659446,2.09629956533614,0.315217410683773,0.682634388644415,0.683993660266441,-0.576451542129998,-10.3948461077529,1.46200185482781,"Northern Shortgrass","Other","Short-lived"
"Sphaeralceacoccinea","SGS","C3","Perennial",13.224,0.274783335,99.97988,0.133333333,1.5,102.8873489,0.335130805,0.22081766,4.9,-1.77186088,3.143,1.090677713138,1.35274619010865,0.71144149246714,0.964889726791958,0.619847670854953,-1.2839169026801,-0.93219185687867,1.61329960088534,"Northern Shortgrass","Other","Perennial"
